site	gene_id	gene_name	chrom	pos	n_sig_windows	min_p	windows
NC_000010.11:5108430	ENSG00000196139.14	AKR1C3	chr10	5108430	1	9.73989e-12	dn
NC_000003.12:155613812	ENSG00000114805.18	PLCH1	chr3	155613812	2	1.02724e-11	body,up
NC_000003.12:126703924	ENSG00000159685.11	CHCHD6	chr3	126703924	3	1.03445e-11	body,enh,up
NC_000009.12:113081685	ENSG00000136866.14	ZFP37	chr9	113081685	1	1.05212e-11	dn
NC_000002.12:74931309	ENSG00000115350.12	POLE4	chr2	74931309	1	1.16878e-11	dn
NC_000011.10:19361082	ENSG00000166833.23	NAV2	chr11	19361082	1	1.22923e-11	enh
NC_000010.11:46888491	ENSG00000204179.11	PTPN20	chr10	46888491	1	1.29054e-11	up
NC_000010.11:38799242	ENSG00000283930.1	PLD5P1	chr10	38799242	3	1.31202e-11	body,dn,up
NC_000011.10:27636077	ENSG00000176697.20	BDNF	chr11	27636077	1	1.33118e-11	up
NC_000002.12:66431868	ENSG00000143995.20	MEIS1	chr2	66431868	1	1.35648e-11	up
NC_000001.11:193316421	ENSG00000162630.6	B3GALT2	chr1	193316421	1	1.35942e-11	dn
NC_000006.12:157286009	ENSG00000215712.11	TMEM242	chr6	157286009	1	1.36199e-11	up
NC_000004.12:151530641	ENSG00000164142.16	FHIP1A	chr4	151530641	1	1.56156e-11	body
NC_000004.12:119438721	ENSG00000145384.4	FABP2	chr4	119438721	1	1.58594e-11	dn
NC_000009.12:113087462	ENSG00000136866.14	ZFP37	chr9	113087462	1	1.61018e-11	dn
NC_000011.10:48964801	ENSG00000220948.6	TRIM51G	chr11	48964801	1	1.67602e-11	up
NC_000001.11:727805	ENSG00000284662.2	OR4F16	chr1	727805	1	1.72928e-11	dn
NC_000010.11:38804363	ENSG00000283930.1	PLD5P1	chr10	38804363	3	1.82064e-11	body,dn,up
NC_000017.11:21689802	ENSG00000260458.3	KCNJ18	chr17	21689802	1	1.84846e-11	dn
NC_000017.11:43360478	ENSG00000175906.5	ARL4D	chr17	43360478	3	2.09878e-11	enh,prom,up
NC_000006.12:149981464	ENSG00000111981.5	ULBP1	chr6	149981464	2	2.12523e-11	body,dn
NC_000009.12:113082112	ENSG00000136866.14	ZFP37	chr9	113082112	1	2.25289e-11	dn
NC_000014.9:90222590	ENSG00000100764.14	PSMC1	chr14	90222590	1	2.26312e-11	up
NC_000012.12:26783759	ENSG00000123104.12	ITPR2	chr12	26783759	2	2.26889e-11	body,up
NC_000009.12:113087508	ENSG00000136866.14	ZFP37	chr9	113087508	1	2.29802e-11	dn
NC_000008.11:135626734	ENSG00000131773.15	KHDRBS3	chr8	135626734	1	2.4362e-11	body
NC_000009.12:113081900	ENSG00000136866.14	ZFP37	chr9	113081900	1	2.54544e-11	dn
NC_000004.12:119361015	ENSG00000145384.4	FABP2	chr4	119361015	1	2.55648e-11	dn
NC_000004.12:80489466	ENSG00000197826.13	CFAP299	chr4	80489466	2	2.64086e-11	body,up
NC_000003.12:87305835	ENSG00000064835.12	POU1F1	chr3	87305835	1	2.64879e-11	dn
NC_000013.11:111452260	ENSG00000153495.11	TEX29	chr13	111452260	1	2.66884e-11	dn
NC_000010.11:46874736	ENSG00000204179.11	PTPN20	chr10	46874736	1	2.74898e-11	up
NC_000022.11:16523119	ENSG00000198445.4	CCT8L2	chr22	16523119	1	2.7521e-11	up
NC_000017.11:26825872	ENSG00000109046.15	WSB1	chr17	26825872	1	2.77541e-11	up
NC_000005.10:170875696	ENSG00000204764.14	RANBP17	chr5	170875696	1	2.81458e-11	body
NC_000018.10:12061119	ENSG00000181626.12	ANKRD62	chr18	12061119	1	2.96999e-11	dn
NC_000019.10:21561958	ENSG00000197013.11	ZNF429	chr19	21561958	1	2.98808e-11	dn
NC_000001.11:2675394	ENSG00000142606.16	MMEL1	chr1	2675394	3	3.10345e-11	body,dn,up
NC_000002.12:74944726	ENSG00000115350.12	POLE4	chr2	74944726	1	3.14769e-11	dn
NC_000009.12:113081793	ENSG00000136866.14	ZFP37	chr9	113081793	1	3.15474e-11	dn
NC_000009.12:113081660	ENSG00000136866.14	ZFP37	chr9	113081660	1	3.23781e-11	dn
NC_000007.14:22807325	ENSG00000196683.12	TOMM7	chr7	22807325	3	3.266e-11	body,dn,up
NC_000010.11:46886970	ENSG00000204179.11	PTPN20	chr10	46886970	1	3.29879e-11	up
NC_000002.12:191763141	ENSG00000168497.5	CAVIN2	chr2	191763141	1	3.41039e-11	up
NC_000010.11:46870756	ENSG00000204179.11	PTPN20	chr10	46870756	1	3.42943e-11	up
NC_000010.11:46886350	ENSG00000204179.11	PTPN20	chr10	46886350	1	3.43038e-11	up
NC_000001.11:119437299	ENSG00000203859.10	HSD3B2	chr1	119437299	2	3.45266e-11	body,up
NC_000010.11:1126175	ENSG00000047056.18	WDR37	chr10	1126175	1	3.45697e-11	enh
NC_000008.11:272027	ENSG00000172748.14	ZNF596	chr8	272027	1	3.49022e-11	dn
NC_000003.12:125990276	ENSG00000114547.10	ROPN1B	chr3	125990276	1	3.57814e-11	dn
NC_000009.12:113087614	ENSG00000136866.14	ZFP37	chr9	113087614	1	3.68732e-11	dn
NC_000009.12:113087213	ENSG00000136866.14	ZFP37	chr9	113087213	1	3.78388e-11	dn
NC_000005.10:34183167	ENSG00000273294.1	C1QTNF3-AMACR	chr5	34183167	2	4.15738e-11	body,up
NC_000020.11:31171596	ENSG00000215547.1	DEFB115	chr20	31171596	1	4.39253e-11	up
NC_000010.11:46878074	ENSG00000204179.11	PTPN20	chr10	46878074	1	4.42711e-11	up
NC_000001.11:45330146	ENSG00000186603.7	HPDL	chr1	45330146	2	4.51275e-11	dn,enh
NC_000002.12:74937474	ENSG00000115350.12	POLE4	chr2	74937474	1	4.72324e-11	dn
NC_000009.12:113081779	ENSG00000136866.14	ZFP37	chr9	113081779	1	4.81809e-11	dn
NC_000009.12:113087534	ENSG00000136866.14	ZFP37	chr9	113087534	1	4.833e-11	dn
NC_000003.12:14011597	ENSG00000163528.13	CHCHD4	chr3	14011597	1	5.46487e-11	dn
NC_000008.11:706197	ENSG00000198010.13	DLGAP2	chr8	706197	1	5.5039e-11	up
NC_000005.10:130010940	ENSG00000198108.4	CHSY3	chr5	130010940	1	5.53639e-11	body
NC_000005.10:119433137	ENSG00000133835.18	HSD17B4	chr5	119433137	1	5.70221e-11	up
NC_000020.11:31193728	ENSG00000215547.1	DEFB115	chr20	31193728	1	5.71916e-11	up
NC_000012.12:107608848	ENSG00000136045.12	PWP1	chr12	107608848	1	5.722e-11	up
NC_000010.11:46884458	ENSG00000204179.11	PTPN20	chr10	46884458	1	6.79342e-11	up
NC_000003.12:114185040	ENSG00000151577.14	DRD3	chr3	114185040	3	7.17378e-11	body,dn,up
NC_000001.11:2658933	ENSG00000142606.16	MMEL1	chr1	2658933	3	7.49356e-11	body,dn,up
NC_000007.14:100958186	ENSG00000169894.18	MUC3A	chr7	100958186	1	7.98469e-11	body
NC_000002.12:74931237	ENSG00000115350.12	POLE4	chr2	74931237	1	8.02368e-11	dn
NC_000011.10:123322567	ENSG00000023171.20	GRAMD1B	chr11	123322567	2	8.03434e-11	prom,up
NC_000003.12:122924509	ENSG00000082684.16	SEMA5B	chr3	122924509	3	8.16883e-11	body,dn,up
NC_000009.12:113082208	ENSG00000136866.14	ZFP37	chr9	113082208	1	8.61645e-11	dn
NC_000012.12:42021847	ENSG00000151233.11	GXYLT1	chr12	42021847	3	8.79085e-11	body,dn,up
NC_000012.12:103899226	ENSG00000166598.16	HSP90B1	chr12	103899226	1	8.9396e-11	up
NC_000019.10:21567861	ENSG00000197013.11	ZNF429	chr19	21567861	2	9.01373e-11	dn,enh
NC_000001.11:2675396	ENSG00000142606.16	MMEL1	chr1	2675396	3	9.08282e-11	body,dn,up
NC_000008.11:271999	ENSG00000172748.14	ZNF596	chr8	271999	1	9.14075e-11	dn
NC_000009.12:113087291	ENSG00000136866.14	ZFP37	chr9	113087291	1	9.29164e-11	dn
NC_000019.10:36280958	ENSG00000196357.12	ZNF565	chr19	36280958	2	9.34371e-11	body,up
NC_000019.10:21562662	ENSG00000197013.11	ZNF429	chr19	21562662	1	9.37455e-11	dn
NC_000019.10:21567482	ENSG00000197013.11	ZNF429	chr19	21567482	2	9.47537e-11	dn,enh
NC_000010.11:46885040	ENSG00000204179.11	PTPN20	chr10	46885040	1	9.60965e-11	up
NC_000017.11:43360583	ENSG00000175906.5	ARL4D	chr17	43360583	3	9.77298e-11	enh,prom,up
NC_000010.11:80583294	ENSG00000178217.15	SH2D4B	chr10	80583294	2	9.846e-11	body,up
NC_000001.11:2679130	ENSG00000142606.16	MMEL1	chr1	2679130	3	9.84987e-11	body,dn,up
NC_000009.12:113059979	ENSG00000136866.14	ZFP37	chr9	113059979	1	9.89352e-11	dn
NC_000006.12:130375986	ENSG00000164484.12	TMEM200A	chr6	130375986	1	1.01849e-10	up
NC_000009.12:113087099	ENSG00000136866.14	ZFP37	chr9	113087099	1	1.02994e-10	dn
NC_000010.11:79953806	ENSG00000133661.17	SFTPD	chr10	79953806	1	1.05181e-10	body
NC_000002.12:112432312	ENSG00000169629.12	RGPD8	chr2	112432312	3	1.09829e-10	dn,prom,up
NC_000011.10:5921285	ENSG00000132256.20	TRIM5	chr11	5921285	2	1.19683e-10	body,up
NC_000020.11:31193898	ENSG00000215547.1	DEFB115	chr20	31193898	1	1.19993e-10	up
NC_000009.12:113087276	ENSG00000136866.14	ZFP37	chr9	113087276	1	1.20986e-10	dn
NC_000019.10:22633830	ENSG00000229676.3	ZNF492	chr19	22633830	4	1.22603e-10	body,dn,prom,up
NC_000001.11:121020775	ENSG00000263353.4	PPIAL4A	chr1	121020775	1	1.28567e-10	up
NC_000009.12:113065180	ENSG00000136866.14	ZFP37	chr9	113065180	1	1.3143e-10	dn
NC_000019.10:21577820	ENSG00000197013.11	ZNF429	chr19	21577820	2	1.3687e-10	dn,enh
NC_000010.11:46884254	ENSG00000204179.11	PTPN20	chr10	46884254	1	1.38755e-10	up
NC_000017.11:43360428	ENSG00000175906.5	ARL4D	chr17	43360428	2	1.39874e-10	prom,up
NC_000009.12:113082162	ENSG00000136866.14	ZFP37	chr9	113082162	1	1.42137e-10	dn
NC_000002.12:74944756	ENSG00000115350.12	POLE4	chr2	74944756	1	1.48563e-10	dn
NC_000005.10:32801610	ENSG00000113389.16	NPR3	chr5	32801610	1	1.65614e-10	body
NC_000002.12:99487036	ENSG00000135945.10	REV1	chr2	99487036	4	1.73245e-10	body,dn,prom,up
NC_000003.12:125990306	ENSG00000114547.10	ROPN1B	chr3	125990306	1	1.85336e-10	dn
NC_000008.11:650326	ENSG00000198010.13	DLGAP2	chr8	650326	2	1.94318e-10	enh,up
NC_000013.11:24311918	ENSG00000240654.6	C1QTNF9	chr13	24311918	1	1.97667e-10	body
NC_000002.12:200133147	ENSG00000196141.14	SPATS2L	chr2	200133147	1	2.07535e-10	up
NC_000009.12:90452160	ENSG00000165023.7	DIRAS2	chr9	90452160	1	2.12107e-10	up
NC_000019.10:40120661	ENSG00000197782.15	ZNF780A	chr19	40120661	1	2.12688e-10	dn
NC_000001.11:121647117	ENSG00000188610.12	FAM72B	chr1	121647117	1	2.21022e-10	up
NC_000009.12:113082037	ENSG00000136866.14	ZFP37	chr9	113082037	1	2.22476e-10	dn
NC_000009.12:113065178	ENSG00000136866.14	ZFP37	chr9	113065178	1	2.22613e-10	dn
NC_000011.10:92874624	ENSG00000134640.3	MTNR1B	chr11	92874624	2	2.4319e-10	prom,up
NC_000006.12:148862918	ENSG00000111962.8	UST	chr6	148862918	1	2.45345e-10	body
NC_000006.12:169556034	ENSG00000285733.1	ENSG00000285733	chr6	169556034	1	2.49715e-10	dn
NC_000005.10:115637177	ENSG00000134970.14	TMED7	chr5	115637177	3	2.52989e-10	body,dn,up
NC_000009.12:113082227	ENSG00000136866.14	ZFP37	chr9	113082227	1	2.55476e-10	dn
NC_000009.12:113087721	ENSG00000136866.14	ZFP37	chr9	113087721	1	2.5692e-10	dn
NC_000009.12:113081887	ENSG00000136866.14	ZFP37	chr9	113081887	1	2.61504e-10	dn
NC_000010.11:46883682	ENSG00000204179.11	PTPN20	chr10	46883682	1	2.63017e-10	up
NC_000008.11:377300	ENSG00000147364.17	FBXO25	chr8	377300	1	2.73729e-10	up
NC_000019.10:21567426	ENSG00000197013.11	ZNF429	chr19	21567426	2	2.91451e-10	dn,enh
NC_000006.12:110484119	ENSG00000004809.14	SLC22A16	chr6	110484119	3	3.41297e-10	body,dn,up
NC_000004.12:119396519	ENSG00000145384.4	FABP2	chr4	119396519	1	3.47488e-10	dn
NC_000002.12:165422074	ENSG00000178662.16	CSRNP3	chr2	165422074	1	3.78199e-10	up
NC_000017.11:21689404	ENSG00000260458.3	KCNJ18	chr17	21689404	1	3.84775e-10	dn
NC_000002.12:100476055	ENSG00000204640.1	NMS	chr2	100476055	2	3.86782e-10	dn,up
NC_000004.12:23338	ENSG00000272602.6	ZNF595	chr4	23338	1	4.11421e-10	dn
NC_000015.10:72733353	ENSG00000175202.6	HIGD2B	chr15	72733353	1	4.14883e-10	dn
NC_000017.11:21328801	ENSG00000034152.20	MAP2K3	chr17	21328801	1	4.40242e-10	body
NC_000009.12:113087450	ENSG00000136866.14	ZFP37	chr9	113087450	1	4.48331e-10	dn
NC_000007.14:158915346	ENSG00000126870.16	DYNC2I1	chr7	158915346	1	4.56817e-10	body
NC_000020.11:31065757	ENSG00000215547.1	DEFB115	chr20	31065757	1	4.57372e-10	up
NC_000011.10:26645805	ENSG00000169550.14	MUC15	chr11	26645805	1	4.65622e-10	dn
NC_000001.11:2677136	ENSG00000142606.16	MMEL1	chr1	2677136	3	4.82367e-10	body,dn,up
NC_000010.11:46897259	ENSG00000204179.11	PTPN20	chr10	46897259	1	5.04406e-10	up
NC_000017.11:21748030	ENSG00000260458.3	KCNJ18	chr17	21748030	1	5.34788e-10	dn
NC_000001.11:2657917	ENSG00000142606.16	MMEL1	chr1	2657917	3	5.40829e-10	body,dn,up
NC_000019.10:22633796	ENSG00000229676.3	ZNF492	chr19	22633796	4	5.62902e-10	body,dn,prom,up
NC_000007.14:100994528	ENSG00000205277.10	MUC12	chr7	100994528	1	5.71263e-10	body
NC_000009.12:36008793	ENSG00000243641.3	OR13C7	chr9	36008793	2	5.75271e-10	dn,enh
NC_000005.10:103039215	ENSG00000145723.17	GIN1	chr5	103039215	3	6.15643e-10	body,dn,up
NC_000009.12:113087225	ENSG00000136866.14	ZFP37	chr9	113087225	1	6.2327e-10	dn
NC_000004.12:119360421	ENSG00000145384.4	FABP2	chr4	119360421	1	6.42425e-10	dn
NC_000012.12:67255754	ENSG00000111530.13	CAND1	chr12	67255754	2	6.77818e-10	body,dn
NC_000020.11:31192944	ENSG00000215547.1	DEFB115	chr20	31192944	1	6.91775e-10	up
NC_000010.11:38487404	ENSG00000283930.1	PLD5P1	chr10	38487404	2	6.98843e-10	body,up
NC_000004.12:77308694	ENSG00000138764.15	CCNG2	chr4	77308694	1	7.01064e-10	body
NC_000009.12:113081346	ENSG00000136866.14	ZFP37	chr9	113081346	1	7.04838e-10	dn
NC_000002.12:74933409	ENSG00000115350.12	POLE4	chr2	74933409	1	7.13819e-10	dn
NC_000019.10:21578985	ENSG00000197013.11	ZNF429	chr19	21578985	2	7.30286e-10	dn,enh
NC_000006.12:169574415	ENSG00000285733.1	ENSG00000285733	chr6	169574415	1	7.45718e-10	dn
NC_000009.12:113065959	ENSG00000136866.14	ZFP37	chr9	113065959	1	8.07856e-10	dn
NC_000018.10:14543742	ENSG00000183206.18	POTEC	chr18	14543742	1	8.26894e-10	dn
NC_000003.12:41360872	ENSG00000168036.19	CTNNB1	chr3	41360872	1	8.42281e-10	dn
NC_000009.12:113082062	ENSG00000136866.14	ZFP37	chr9	113082062	1	9.01325e-10	dn
NC_000017.11:21674672	ENSG00000260458.3	KCNJ18	chr17	21674672	1	9.38045e-10	dn
NC_000006.12:160643170	ENSG00000198670.13	LPA	chr6	160643170	3	9.64828e-10	body,dn,up
NC_000009.12:113081903	ENSG00000136866.14	ZFP37	chr9	113081903	1	9.79356e-10	dn
NC_000003.12:101467297	ENSG00000138468.16	SENP7	chr3	101467297	2	1.09027e-09	body,up
NC_000002.12:74932347	ENSG00000115350.12	POLE4	chr2	74932347	1	1.09649e-09	dn
NC_000009.12:113087400	ENSG00000136866.14	ZFP37	chr9	113087400	1	1.13277e-09	dn
NC_000009.12:113081945	ENSG00000136866.14	ZFP37	chr9	113081945	1	1.14363e-09	dn
NC_000020.11:31174571	ENSG00000215547.1	DEFB115	chr20	31174571	1	1.1835e-09	up
NC_000010.11:46886861	ENSG00000204179.11	PTPN20	chr10	46886861	1	1.20237e-09	up
NC_000011.10:27634489	ENSG00000176697.20	BDNF	chr11	27634489	1	1.25612e-09	up
NC_000022.11:18996572	ENSG00000286025.2	FAM246C	chr22	18996572	1	1.29427e-09	up
NC_000001.11:121020818	ENSG00000263353.4	PPIAL4A	chr1	121020818	1	1.36956e-09	up
NC_000002.12:74936403	ENSG00000115350.12	POLE4	chr2	74936403	1	1.39915e-09	dn
NC_000020.11:31203760	ENSG00000215547.1	DEFB115	chr20	31203760	1	1.42415e-09	up
NC_000020.11:31234766	ENSG00000215547.1	DEFB115	chr20	31234766	1	1.56234e-09	up
NC_000008.11:22921969	ENSG00000008853.18	RHOBTB2	chr8	22921969	2	1.58826e-09	enh,up
NC_000012.12:30878984	ENSG00000110900.16	TSPAN11	chr12	30878984	1	1.62098e-09	up
NC_000010.11:38789112	ENSG00000283930.1	PLD5P1	chr10	38789112	3	1.64001e-09	body,dn,up
NC_000013.11:111308511	ENSG00000153495.11	TEX29	chr13	111308511	1	1.68661e-09	up
NC_000021.9:43664950	ENSG00000160208.13	RRP1B	chr21	43664950	2	1.72621e-09	enh,up
NC_000009.12:113087648	ENSG00000136866.14	ZFP37	chr9	113087648	1	1.84679e-09	dn
NC_000007.14:57838778	ENSG00000182111.9	ZNF716	chr7	57838778	2	1.90682e-09	dn,up
NC_000011.10:27204451	ENSG00000109881.17	CCDC34	chr11	27204451	1	1.90716e-09	up
NC_000010.11:94934949	ENSG00000138109.11	CYP2C9	chr10	94934949	1	1.91714e-09	up
NC_000019.10:36283495	ENSG00000196357.12	ZNF565	chr19	36283495	3	1.9177e-09	body,dn,up
NC_000007.14:158543440	ENSG00000155093.20	PTPRN2	chr7	158543440	1	1.95452e-09	up
NC_000014.9:18656017	ENSG00000257115.2	OR11H12	chr14	18656017	1	2.10951e-09	up
NC_000009.12:93612946	ENSG00000197724.12	PHF2	chr9	93612946	1	2.18015e-09	body
NC_000019.10:36278424	ENSG00000196357.12	ZNF565	chr19	36278424	3	2.3017e-09	body,dn,up
NC_000004.12:25251012	ENSG00000168228.16	ZCCHC4	chr4	25251012	1	2.31109e-09	up
NC_000012.12:112580217	ENSG00000089169.15	RPH3A	chr12	112580217	1	2.33315e-09	enh
NC_000005.10:34195450	ENSG00000273294.1	C1QTNF3-AMACR	chr5	34195450	2	2.40357e-09	body,up
NC_000006.12:54831629	ENSG00000168143.9	FAM83B	chr6	54831629	1	2.46413e-09	up
NC_000002.12:74930852	ENSG00000115350.12	POLE4	chr2	74930852	1	2.53887e-09	dn
NC_000007.14:159039669	ENSG00000106018.14	VIPR2	chr7	159039669	3	2.55997e-09	body,dn,up
NC_000006.12:149981242	ENSG00000111981.5	ULBP1	chr6	149981242	2	2.63693e-09	body,dn
NC_000001.11:115251701	ENSG00000134259.6	NGF	chr1	115251701	1	2.64091e-09	up
NC_000001.11:152220388	ENSG00000197915.7	HRNR	chr1	152220388	1	2.64965e-09	dn
NC_000009.12:113081516	ENSG00000136866.14	ZFP37	chr9	113081516	1	2.79999e-09	dn
NC_000009.12:113087141	ENSG00000136866.14	ZFP37	chr9	113087141	1	2.81302e-09	dn
NC_000008.11:272031	ENSG00000172748.14	ZNF596	chr8	272031	1	2.82343e-09	dn
NC_000004.12:26149	ENSG00000272602.6	ZNF595	chr4	26149	1	2.82554e-09	dn
NC_000001.11:233206452	ENSG00000135749.20	PCNX2	chr1	233206452	2	2.94765e-09	body,up
NC_000010.11:35521	ENSG00000261456.6	TUBB8	chr10	35521	1	3.01291e-09	dn
NC_000010.11:38832470	ENSG00000283930.1	PLD5P1	chr10	38832470	2	3.06805e-09	body,up
NC_000009.12:138160124	ENSG00000148408.15	CACNA1B	chr9	138160124	1	3.081e-09	prom
NC_000005.10:34195611	ENSG00000273294.1	C1QTNF3-AMACR	chr5	34195611	2	3.09387e-09	body,up
NC_000009.12:113081974	ENSG00000136866.14	ZFP37	chr9	113081974	1	3.09678e-09	dn
NC_000002.12:74930873	ENSG00000115350.12	POLE4	chr2	74930873	1	3.17316e-09	dn
NC_000004.12:76155072	ENSG00000138750.16	NUP54	chr4	76155072	1	3.17664e-09	dn
NC_000006.12:131265961	ENSG00000118507.19	AKAP7	chr6	131265961	1	3.18097e-09	body
NC_000005.10:845145	ENSG00000188818.13	ZDHHC11	chr5	845145	3	3.20522e-09	body,dn,up
NC_000004.12:82482833	ENSG00000145293.17	ENOPH1	chr4	82482833	1	3.32098e-09	dn
NC_000020.11:31188039	ENSG00000215547.1	DEFB115	chr20	31188039	1	3.3291e-09	up
NC_000009.12:113060221	ENSG00000136866.14	ZFP37	chr9	113060221	1	3.39886e-09	dn
NC_000009.12:113082117	ENSG00000136866.14	ZFP37	chr9	113082117	1	3.49905e-09	dn
NC_000020.11:31176086	ENSG00000215547.1	DEFB115	chr20	31176086	1	3.56905e-09	up
NC_000009.12:113065961	ENSG00000136866.14	ZFP37	chr9	113065961	1	3.6884e-09	dn
NC_000011.10:94355188	ENSG00000123901.9	GPR83	chr11	94355188	1	3.81893e-09	up
NC_000020.11:31053717	ENSG00000215547.1	DEFB115	chr20	31053717	1	4.02066e-09	up
NC_000001.11:121020852	ENSG00000263353.4	PPIAL4A	chr1	121020852	1	4.13775e-09	up
NC_000002.12:38151395	ENSG00000138061.13	CYP1B1	chr2	38151395	1	4.2593e-09	dn
NC_000007.14:128122038	ENSG00000128594.8	LRRC4	chr7	128122038	1	4.32603e-09	dn
NC_000020.11:31229691	ENSG00000215547.1	DEFB115	chr20	31229691	1	4.50384e-09	up
NC_000013.11:79582482	ENSG00000102471.16	NDFIP2	chr13	79582482	2	4.51343e-09	body,dn
NC_000001.11:121020882	ENSG00000263353.4	PPIAL4A	chr1	121020882	1	4.64031e-09	up
NC_000007.14:116264509	ENSG00000105971.15	CAV2	chr7	116264509	1	4.82093e-09	up
NC_000006.12:160634280	ENSG00000198670.13	LPA	chr6	160634280	3	4.84993e-09	body,dn,up
NC_000009.12:113081865	ENSG00000136866.14	ZFP37	chr9	113081865	1	4.86151e-09	dn
NC_000001.11:121016853	ENSG00000263353.4	PPIAL4A	chr1	121016853	1	4.98271e-09	up
NC_000011.10:110507580	ENSG00000137714.3	FDX1	chr11	110507580	1	4.9891e-09	dn
NC_000013.11:24935707	ENSG00000151849.16	CENPJ	chr13	24935707	1	5.01618e-09	dn
NC_000014.9:18656074	ENSG00000257115.2	OR11H12	chr14	18656074	1	5.17174e-09	up
NC_000005.10:843386	ENSG00000188818.13	ZDHHC11	chr5	843386	3	5.23687e-09	body,dn,up
NC_000002.12:177383049	ENSG00000018510.18	AGPS	chr2	177383049	1	5.33505e-09	body
NC_000008.11:103125222	ENSG00000164929.17	BAALC	chr8	103125222	1	5.43006e-09	up
NC_000019.10:36299341	ENSG00000196357.12	ZNF565	chr19	36299341	2	5.51212e-09	body,up
NC_000010.11:113502951	ENSG00000148702.15	HABP2	chr10	113502951	1	5.53452e-09	up
NC_000010.11:46882436	ENSG00000204179.11	PTPN20	chr10	46882436	1	5.55881e-09	up
NC_000017.11:43360338	ENSG00000175906.5	ARL4D	chr17	43360338	3	5.73104e-09	enh,prom,up
NC_000010.11:38785161	ENSG00000283930.1	PLD5P1	chr10	38785161	2	5.79978e-09	body,dn
NC_000002.12:131129781	ENSG00000115762.17	PLEKHB2	chr2	131129781	2	5.84446e-09	body,enh
NC_000004.12:77309852	ENSG00000138764.15	CCNG2	chr4	77309852	1	5.93213e-09	body
NC_000009.12:113087452	ENSG00000136866.14	ZFP37	chr9	113087452	1	6.08713e-09	dn
NC_000020.11:31190879	ENSG00000215547.1	DEFB115	chr20	31190879	1	6.21802e-09	up
NC_000001.11:2670538	ENSG00000142606.16	MMEL1	chr1	2670538	3	6.28174e-09	body,dn,up
NC_000009.12:113082249	ENSG00000136866.14	ZFP37	chr9	113082249	1	6.28365e-09	dn
NC_000003.12:98324556	ENSG00000232535.2	OR5H8	chr3	98324556	1	6.52356e-09	up
NC_000001.11:201347336	ENSG00000118194.22	TNNT2	chr1	201347336	2	6.56529e-09	enh,up
NC_000017.11:43360443	ENSG00000175906.5	ARL4D	chr17	43360443	3	6.70676e-09	enh,prom,up
NC_000010.11:38794746	ENSG00000283930.1	PLD5P1	chr10	38794746	3	6.71281e-09	body,dn,up
NC_000001.11:160077919	ENSG00000162728.5	KCNJ9	chr1	160077919	1	6.74299e-09	up
NC_000005.10:181289207	ENSG00000183718.6	TRIM52	chr5	181289207	1	6.90542e-09	dn
NC_000010.11:37177351	ENSG00000148513.20	ANKRD30A	chr10	37177351	2	6.93704e-09	dn,up
NC_000009.12:113065010	ENSG00000136866.14	ZFP37	chr9	113065010	1	7.20704e-09	dn
NC_000014.9:51199575	ENSG00000139921.13	TMX1	chr14	51199575	2	7.20961e-09	body,up
NC_000009.12:113060160	ENSG00000136866.14	ZFP37	chr9	113060160	1	7.24421e-09	dn
NC_000009.12:113087611	ENSG00000136866.14	ZFP37	chr9	113087611	1	7.28554e-09	dn
NC_000009.12:113081911	ENSG00000136866.14	ZFP37	chr9	113081911	1	7.35505e-09	dn
NC_000006.12:143154751	ENSG00000146416.19	AIG1	chr6	143154751	1	7.63222e-09	body
NC_000001.11:115252745	ENSG00000134259.6	NGF	chr1	115252745	1	7.72213e-09	up
NC_000009.12:113065752	ENSG00000136866.14	ZFP37	chr9	113065752	1	7.79299e-09	dn
NC_000019.10:21567714	ENSG00000197013.11	ZNF429	chr19	21567714	1	7.84635e-09	dn
NC_000001.11:207284498	ENSG00000196352.18	CD55	chr1	207284498	1	7.91703e-09	body
NC_000014.9:55510179	ENSG00000126777.18	KTN1	chr14	55510179	1	8.01952e-09	up
NC_000001.11:152219254	ENSG00000197915.7	HRNR	chr1	152219254	1	8.16085e-09	dn
NC_000005.10:56908057	ENSG00000155542.12	SETD9	chr5	56908057	1	8.22504e-09	up
NC_000002.12:74953973	ENSG00000115350.12	POLE4	chr2	74953973	1	8.23033e-09	dn
NC_000009.12:113081663	ENSG00000136866.14	ZFP37	chr9	113081663	1	8.39276e-09	dn
NC_000010.11:46898000	ENSG00000204179.11	PTPN20	chr10	46898000	1	8.61009e-09	up
NC_000006.12:52064720	ENSG00000170927.15	PKHD1	chr6	52064720	2	8.69462e-09	body,up
NC_000005.10:56908087	ENSG00000155542.12	SETD9	chr5	56908087	1	9.25198e-09	up
NC_000019.10:22633933	ENSG00000229676.3	ZNF492	chr19	22633933	4	9.36313e-09	body,dn,prom,up
NC_000011.10:110486275	ENSG00000137714.3	FDX1	chr11	110486275	2	9.64919e-09	body,dn
NC_000007.14:39541228	ENSG00000241127.8	YAE1	chr7	39541228	1	9.71772e-09	up
NC_000010.11:46898122	ENSG00000204179.11	PTPN20	chr10	46898122	1	9.90401e-09	up
NC_000006.12:167215026	ENSG00000112494.10	UNC93A	chr6	167215026	1	1.00019e-08	up
NC_000003.12:87234993	ENSG00000083937.10	CHMP2B	chr3	87234993	1	1.03848e-08	dn
NC_000021.9:34688471	ENSG00000159212.13	CLIC6	chr21	34688471	2	1.04237e-08	body,enh
