gene	class	priority	epifactors_function	modification	target	complex_name	source	match_rule
RBM4	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM5	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM7	rna_modification	9	RNA modification	RNA degradation, alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM8A	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBMY1A1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RFOX1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RNPS1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RPUSD3	rna_modification	9	RNA modification	RNA pseudouridinilation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RSRC1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SF3B1	rna_modification	9	RNA modification	#	RNA	B-WICH	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SF3B3	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SFSWAP	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SLU7	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SRRM4	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SRSF1	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SRSF10	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SRSF12	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SRSF3	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SRSF6	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SYNCRIP	rna_modification	9	RNA modification	mRNA editing	RNA	APOB_mRNA_editosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TDRKH	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
THRAP3	rna_modification	9	RNA modification	RNA degradation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRA2B	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRUB2	rna_modification	9	RNA modification	RNA pseudouridinilation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TYW5	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
U2AF2	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
VIRMA	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WTAP	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
YTHDC1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZBTB7A	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZC3H13	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
E2F6	tf	10	TF	TF repressor	DNA	RING2-L3MBTL2, CHD8, MLL2/3, MLL4/WBP7	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FOXO1	tf	10	TF	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FOXP1	tf	10	TF	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FOXP2	tf	10	TF	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FOXP3	tf	10	TF	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FOXP4	tf	10	TF	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
GTF2I	tf	10	TF	#	DNA	BHC	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
IKZF3	tf	10	TF	#	DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
KLF18	tf	10	TF	#	DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF2	tf	10	TF	#	DNA	TFTC-HAT	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZFP57	tf	10	TF	TF repressor	DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZGPAT	tf	10	TF	TF repressor	DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CHTOP	other	11	#	#	DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DAXX	other	11	#	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EEF1AKMT3	other	11	Protein modification	Protein methylation	protein	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EEF1AKMT4	other	11	Protein modification	Protein methylation	protein	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EEF1AKNMT	other	11	Protein modification	Protein methylation	protein	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FAM175A	other	11	Scaffold protein	#	TF	BRCA1-A	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HSFX3	other	11	#	#	#	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
IKBKAP	other	11	Scaffold protein	#	#	Pol2 elongator	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
LBR	other	11	#	#	chromatin	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
METTL21A	other	11	Protein modification	Protein methylation	protein	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MOV10	other	11	#	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TBL1XR1	other	11	#	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
